tag,U0,XL,DVTSHIFT,DeltaWGAA,DeltaTGAA,loss,log_rmse_vd005,log_rmse_vd070,log_rmse_all,rel_rmse_high_vd005,rel_rmse_high_vd070,max_abs_log_err,status
eval_0078,0.002341080780339926,1.2845200440191428e-09,0.052925625337469744,-3.737502835931247e-09,1.8523274513216813e-09,4.090338222508793,4.151363424854993,3.3449906177223934,3.8140812255628957,0.9103672046876542,0.9313461082849909,6.814354098473629,ok
eval_0079,0.00032767945703227123,1.4639055455242963e-08,-0.717245996318586,1.2973607373026426e-08,-1.9557909273476695e-09,2.1369702820593353,1.775761023320933,1.9211012586301204,1.8417731867647416,0.9842526361144555,0.9837279991828378,4.120524396388947,ok
eval_0080,0.00045145579252833746,-2.9455533967172443e-09,-0.7207326128119645,6.260150781618417e-09,5.521128353596439e-11,2.105576051801798,1.768449881606752,1.8829309904725393,1.8202195038054025,0.9519163268840248,0.950460659758611,4.6842230699056735,ok
eval_0081,0.0030922344619827777,-4.8245959055377984e-09,-0.3687585992072987,-4.5142289570444407e-10,3.0105913470902124e-10,2.14674925679964,1.9546123148459007,1.9041168257000034,1.9323327885224832,0.7175680921761539,0.711875029671556,5.074444510148788,ok
eval_0082,0.00045684563857554216,2.428666025745938e-08,-0.30852683062936903,5.083036508963174e-09,-7.214100863610172e-10,1.9169551841412318,1.602743112267566,1.6426311305437447,1.6205923314822372,0.9877388958875978,0.9880134551723668,2.1882970706371356,ok
eval_0083,0.023475226970614847,1.527109055762898e-08,0.20351996221098184,-7.171841835794971e-09,1.4727533004164802e-09,294.94007333717764,294.0624084387619,295.3605656909917,294.6400733371777,1.0,1.0,296.7289626356506,ok
eval_0084,0.0002862082141006345,2.7086213389738844e-10,-0.4281893884277155,1.9057507718997728e-09,1.0231046640560605e-09,2.0686707437450678,1.7379234167269133,1.8195247290435619,1.7746539559538215,0.9802762680008169,0.9798356506074912,3.871377325023011,ok
eval_0085,0.0009214956041377886,2.9064022206019604e-08,-0.2359676859307875,-2.495699811077352e-10,-9.142796375295428e-10,1.7426671998288419,1.3282437466077215,1.5844794070041606,1.4477360570096873,0.9824741585017495,0.9837334602926137,1.810572263318606,ok
eval_0086,0.0005039862912564123,2.947344386804441e-08,-0.39295994175246635,3.821306726287813e-09,3.4293929996810137e-10,1.9202623044049076,1.608861429836308,1.642325225348346,1.6238193689001188,0.9880274543573877,0.9882587823412033,2.1744080852519216,ok
eval_0087,0.005979568111407419,9.572455879662364e-09,-0.1798952725841068,4.240106086423324e-09,1.32370034856404e-09,1.830027757050495,1.716942055698363,1.4607673881481182,1.6081326493875814,0.736723422872781,0.742577294879976,3.855869179734671,ok
eval_0088,0.018192244201883007,-1.6169110510326236e-09,0.46858298628863815,1.1860648379504398e-09,4.4719138511391426e-11,0.6782325039281462,0.6729524979209137,0.5719889599193633,0.630080312638223,0.10469884787451535,0.2163157607249729,1.3881183431642405,ok
eval_0089,0.03833444333609621,9.232969030236705e-09,0.6696432958783447,4.1811174157752965e-10,6.908440445287898e-10,49.12680769660584,7.579793989712534,72.85772909103682,48.8992855410702,0.7020273605771913,0.8147870096603922,290.66757323699136,ok
eval_0090,0.031127871947304556,4.735618355032655e-09,0.23923847587192437,2.0201929490864617e-09,1.4198551577049723e-09,0.201128961278703,0.12962530970587163,0.11245366505996723,0.12229150589354243,0.3719956234737583,0.15358741242731216,0.30152402719111393,ok
eval_0091,0.009454095659963083,1.1854574200427718e-08,0.33367560574637684,5.665379225132179e-09,1.265271810473828e-09,0.8727531485801096,0.616058516483429,0.7156134779113391,0.6621556612670693,0.6711318835691563,0.7328513651844463,0.9543981669675228,ok
eval_0092,0.6859454052380897,2.169729319055094e-10,0.38000349409015843,-1.318024882667871e-09,1.735855745318873e-09,3.9527326884386826,2.556504840973146,2.0972071425437737,2.363417868834647,9.99005832096851,0.6053738097250614,4.27502197886397,ok
eval_0093,0.7879119703017131,2.64482150999196e-09,0.362335327240378,-2.307456876326709e-09,-1.543421698215628e-10,4.816986639715491,4.024933287073583,3.1253607774688392,3.652578385870077,7.407911799323953,0.35480989297880783,6.52385769710607,ok
eval_0094,0.04339483108084755,2.0033131520296483e-08,0.41289389977490565,7.072034584379969e-09,1.6583914256488785e-09,1.8041808485156579,1.8233808045807374,1.5732020357911294,1.7166972933914222,0.18557804145958032,0.39764565936865703,2.793039403581581,ok
eval_0095,0.006040939815486839,4.6203730357721435e-09,-0.2465343779365446,-3.654948276726546e-09,1.9974389562332366e-09,1.005366090789221,0.6702551168283581,0.8860095860385069,0.7736106941106665,0.759930815423372,0.7851051624336569,2.0675810594072512,ok
eval_0096,0.4125478148420561,1.4890724103372365e-09,0.06318368249174854,1.2121439486490566e-10,1.2049550783046405e-09,3.9215332811705723,1.7830594926932273,1.1357576490283356,1.5295710190813718,14.514131185783276,1.432283894811394,2.7367801531579152,ok
eval_0097,0.0008350830660500621,2.2487264647175424e-09,0.2814093021072752,1.2093555222287731e-08,1.7314985079825003e-09,2.1032836015399874,1.7849468167735438,1.8744124277066012,1.825250773945988,0.9281655370641437,0.9253866468958526,4.8063514564248075,ok
eval_0098,0.05558363646930958,2.030138308182386e-08,-0.14627001361783593,7.191611384346111e-09,1.931758505622312e-09,2.0095510513939487,1.9947091959351695,1.5793203547482852,1.8218225006060598,0.8491630822882758,0.4023605896309854,3.9488568353751825,ok
eval_0099,0.8096387786995323,1.514190174786458e-08,0.6529112953576202,-1.5475794929934618e-10,-5.760770345532685e-11,84.63614794614679,92.12561644887367,72.86581004514869,84.11193013846865,2.8723075254725323,0.622477859048486,290.7393597465565,ok
eval_0100,0.0015408710650591914,3.6514610997842002e-09,0.10614514130369167,8.776913576375201e-10,3.816694047792e-10,1.2447714196965416,0.8726065022374313,1.0688034196786198,0.9647436929857511,0.9298248077524152,0.9370267036528542,1.2460827277639175,ok
eval_0101,0.02617019163138193,4.735618355032655e-09,0.23923847587192437,2.0201929490864617e-09,1.4198551577049723e-09,0.19103255516207088,0.09950224225111287,0.16748919680321114,0.13404559972393096,0.1560820270766772,0.22383100917758894,0.3797715070611236,ok
eval_0102,0.031127871947304556,4.9723992727842885e-09,0.23923847587192437,2.0201929490864617e-09,1.4198551577049723e-09,0.22662690570278696,0.13242922245025227,0.1679212439945614,0.1492491100039037,0.3512137915511692,0.16463817977471906,0.44329922269709243,ok
eval_0103,0.031127871947304556,4.735618355032655e-09,0.2512003996655206,2.0201929490864617e-09,1.4198551577049723e-09,0.23540862855934316,0.1394848398197287,0.17513491903932735,0.15633619832674137,0.3630765992098823,0.16407293567412978,0.4482507285720132,ok
eval_0104,0.031127871947304556,4.735618355032655e-09,0.23923847587192437,2.1212025965407854e-09,1.4198551577049723e-09,0.21848758739924454,0.17298751256960385,0.07997843070541961,0.1395268174292832,0.3815638607198735,0.14484127241320213,0.41895148117322734,ok
eval_0105,0.031127871947304556,4.735618355032655e-09,0.23923847587192437,2.0201929490864617e-09,1.490847915590221e-09,0.20308073377513616,0.12775043296978025,0.11903451922076752,0.1239523800516906,0.37415274149195016,0.15336961666435364,0.3225918230640925,ok
eval_0106,0.02904105704125426,4.830330722133308e-09,0.22727655207832814,2.0605968080681906e-09,1.448252260859072e-09,0.19981233344220667,0.15554666717703977,0.09337070419573662,0.13159119438517614,0.28526090323662606,0.16954669047691082,0.39733562715814585,ok
